ScreenTime,SleepHours,LateNightUsage,ActivityLevel,DietQuality,SittingTime,InactivityPeriods,StressLevel,Gender,MealsPerDay,CalorieIntake,BMI,Fatigue,dopamine_score,lifestyle_risk,health_score,bmi_category,FutureHealthRisk,DiabetesRisk,AnemiaRisk,PCOSRisk
1,6.6,1,2,2,9,1,2,1,2,1464,19.918367346938776,Medium,1.0,3.8,3.84,1,Medium,Low,Medium,Medium
1,6.3,1,1,0,5,3,0,0,2,1222,26.86873565994445,Low,1.0,2.4,2.82,2,Medium,Medium,Medium,Low
2,4.3,0,1,0,11,2,2,0,5,2559,16.358024691358022,High,1.0,4.7,2.02,0,Medium,Medium,High,Medium
7,4.9,1,2,1,7,4,2,1,4,2929,26.953125,High,4.0,4.1,2.86,2,Medium,Medium,Medium,Medium
4,7.9,1,1,2,4,2,1,1,5,2622,29.752066115702483,Low,2.5,2.2,4.06,2,Medium,Medium,Low,Medium
6,5.0,1,0,1,6,1,0,0,5,3259,21.50188648626719,High,3.5,2.1,2.3,1,Medium,High,Medium,Medium
8,5.2,0,1,2,6,2,0,0,4,3226,21.564544913741823,Medium,4.0,2.4,2.98,1,Medium,Medium,Low,Medium
1,4.6,1,1,0,6,4,0,0,1,1163,21.952479338842977,Medium,1.0,3.0,2.14,1,Medium,Low,High,Low
1,6.5,0,2,0,6,1,2,1,1,786,34.37499999999999,High,0.5,2.8999999999999995,3.2,3,Medium,Low,High,Medium
4,7.2,0,1,1,4,4,2,1,5,3381,20.820939916716245,Low,2.0,3.2,3.48,1,Medium,Medium,Medium,Medium
3,5.9,1,0,1,10,1,0,0,1,552,30.811246104828268,High,2.0,3.3,2.66,3,Medium,Medium,Medium,Medium
6,7.0,1,1,1,9,0,0,1,1,1038,18.726007303142847,Medium,3.5,2.7,3.4,1,Medium,Medium,Medium,Low
4,7.7,1,2,0,5,2,0,0,3,2097,21.04804761213529,Low,2.5,2.1,3.68,1,Low,Low,Medium,Low
5,6.9,0,1,1,7,4,0,0,5,2844,30.730609418282548,Low,2.5,3.3,3.36,3,Medium,Medium,Low,Medium
7,6.0,0,2,1,7,1,2,1,2,1693,19.72386587771203,Medium,3.5,3.2,3.3000000000000003,1,Medium,Medium,Medium,Medium
3,5.7,0,1,2,11,2,1,0,5,3204,29.04370898920721,Medium,1.5,4.3,3.18,2,Medium,Medium,Low,Medium
1,4.9,1,2,0,9,0,0,1,4,2508,24.187046492878256,Medium,1.0,2.7,2.56,1,Medium,Low,Medium,Low
2,7.5,1,2,0,4,2,2,1,1,929,26.709401709401707,Medium,1.5,2.6,3.6,2,Medium,Low,High,Medium
6,4.0,0,2,1,6,4,0,1,5,3000,23.04002019946976,Medium,3.0,3.0,2.5,1,Medium,Medium,Medium,Low
8,4.7,0,2,0,5,1,0,0,1,1686,27.309968138370508,High,4.0,1.8,2.48,2,Medium,Medium,High,Medium
3,4.2,0,1,0,2,3,2,0,3,1888,28.075042938300964,Medium,1.5,2.3,1.98,2,High,Medium,High,High
6,5.5,1,1,1,9,0,2,1,2,836,35.5247576860664,High,3.5,3.5,2.8,3,High,Medium,High,High
1,5.8,0,0,1,8,4,2,0,4,2971,30.457655947153988,High,0.5,4.4,2.62,3,High,High,Medium,High
2,4.8,0,2,0,4,0,0,1,2,975,30.487804878048784,Medium,1.0,1.2,2.52,3,Medium,Low,High,Low
1,5.5,1,0,0,8,0,0,1,4,3457,20.690494543389185,Medium,1.0,2.4,2.2,1,Medium,Medium,Medium,Medium
2,5.1,0,2,1,11,1,2,1,4,2901,21.736505252988767,Medium,1.0,4.4,2.94,1,Medium,Medium,Medium,Medium
7,7.5,1,2,0,7,0,0,1,4,2941,24.382716049382715,Medium,4.0,2.1,3.6,1,Medium,Medium,Medium,Low
4,5.5,0,2,2,11,3,1,0,2,1782,28.69897959183674,Medium,2.0,4.6,3.4000000000000004,2,Medium,Medium,Low,Medium
2,5.8,1,0,2,3,1,2,0,2,1324,15.959653994701394,High,1.5,2.0,2.92,0,Medium,Medium,Medium,Medium
4,4.4,1,2,1,9,0,2,1,3,2367,19.5964581216432,High,2.5,3.5,2.66,1,Medium,Medium,Medium,Medium
2,6.1,0,1,1,2,4,2,1,5,2650,28.731921487603305,Low,1.0,2.6,3.04,2,Medium,Medium,Medium,Medium
3,4.8,1,1,2,2,4,2,0,3,1917,24.88888888888889,Medium,2.0,2.6,2.82,1,Medium,Medium,Medium,Medium
7,6.5,1,1,2,6,2,2,1,5,3218,18.06616733787497,Medium,4.0,3.2,3.5,0,Medium,Medium,Low,Medium
3,5.8,1,1,1,2,3,2,0,1,232,16.1353938828929,High,2.0,2.3,2.9199999999999995,0,Medium,Medium,High,Medium
6,5.1,0,2,2,6,1,1,0,5,3170,23.503556057507403,Medium,3.0,2.5,3.24,1,Medium,Medium,Low,Medium
3,5.1,0,0,1,8,2,1,0,3,1810,29.515938606847698,Medium,1.5,3.4,2.34,2,Medium,Medium,Medium,Medium
1,4.3,1,2,0,9,2,1,0,5,2808,16.72768589824517,High,1.0,3.7,2.32,0,Medium,Low,High,Low
2,8.0,1,1,1,6,2,2,1,1,612,25.71100826707804,Medium,1.5,3.2,3.8,2,Medium,Medium,Medium,Medium
2,5.3,0,1,0,6,2,0,1,5,2786,20.82999519307803,Medium,1.0,2.4,2.42,1,Medium,Medium,Medium,Low
6,5.0,0,2,1,8,4,2,0,1,759,16.979591836734695,High,3.0,4.4,2.9,0,Medium,Low,High,Medium
6,5.3,1,0,0,10,4,0,1,5,3499,18.77834467120182,High,3.5,4.2,2.12,1,Medium,High,Medium,Medium
1,5.8,1,1,0,4,2,2,0,1,521,18.07851239669421,High,1.0,2.6,2.62,0,Medium,Low,High,Medium
7,7.7,0,2,2,3,2,0,0,4,2623,26.812218711098343,Low,3.5,1.5,4.28,2,Low,Medium,Low,Low
7,5.4,0,2,0,7,3,1,0,2,1707,23.120623596247853,Medium,3.5,3.4,2.76,1,Medium,Medium,High,Medium
3,4.5,0,2,0,4,2,2,0,5,3220,17.056176513282043,High,1.5,2.6,2.4,0,Medium,Medium,High,Medium
8,4.1,0,2,0,6,0,1,0,3,1930,32.38835543362292,High,4.0,2.2,2.24,3,Medium,Medium,High,Medium
5,7.8,0,0,2,11,1,2,0,3,1882,17.43285123966942,Medium,2.5,4.4,3.72,0,Medium,Medium,Low,Medium
2,6.1,0,1,1,3,4,1,0,2,956,17.208066658616108,Low,1.0,2.5,3.04,0,Medium,Low,Medium,Medium
7,6.6,1,0,0,10,0,2,0,1,690,18.42403628117914,High,4.0,3.8,2.64,0,High,Medium,High,High
1,4.9,1,2,2,9,3,0,1,1,1583,19.60519199567334,Medium,1.0,3.6,3.16,1,Low,Low,Low,Low
6,6.6,1,0,2,5,3,2,1,1,453,33.49768527230984,High,3.5,3.2,3.24,3,Medium,High,Medium,High
1,6.3,0,0,0,8,3,2,1,4,3026,25.34435261707989,Medium,0.5,4.1,2.52,2,High,High,High,High
1,4.0,1,1,0,5,0,1,0,4,3424,18.144868631151112,Medium,1.0,1.9,1.9,0,Medium,Medium,High,Medium
8,4.7,0,2,2,8,1,0,0,2,1030,22.21367849972233,Medium,4.0,2.7,3.08,1,Low,Low,Low,Low
2,6.4,0,2,0,9,2,1,0,1,458,20.936639118457304,Medium,1.0,3.7,3.1600000000000006,1,Medium,Low,High,Low
6,4.4,0,2,0,3,3,1,1,3,2244,32.029085872576175,High,3.0,2.2,2.3600000000000003,3,Medium,Medium,High,Medium
2,7.4,0,1,0,5,4,1,0,5,3130,26.19618735008206,Low,1.0,3.1,3.26,2,Medium,Medium,Medium,Medium
1,4.7,0,0,1,9,1,1,1,5,3213,20.70081674131507,Medium,0.5,3.3999999999999995,2.18,1,Medium,Medium,Medium,Medium
4,6.8,0,2,2,7,2,0,1,1,110,31.58861340679523,Medium,2.0,2.7,3.92,3,Low,Low,Low,Low
1,6.3,1,1,2,6,3,2,0,3,2445,17.527815881725342,Medium,1.0,3.5,3.42,0,Medium,Medium,Medium,Medium
2,5.4,0,2,1,9,0,0,1,1,866,27.88518738845925,Medium,1.0,2.7,3.06,2,Low,Low,Medium,Low
1,6.1,0,2,2,8,2,1,1,1,1280,22.4058769513315,Low,0.5,3.4,3.64,1,Low,Low,Low,Low
7,7.1,0,1,1,3,0,2,0,3,2310,18.30576947355132,Medium,3.5,1.7,3.4399999999999995,0,Medium,Medium,Medium,Medium
5,4.9,1,0,2,5,0,2,0,1,653,31.934968790825955,High,3.0,2.3,2.56,3,High,High,Medium,High
8,4.7,1,0,2,7,4,0,0,2,1383,19.60519199567334,High,4.5,3.3,2.48,1,Medium,Medium,Low,Medium
6,4.9,0,2,0,11,3,1,0,1,1605,23.54788069073783,High,3.0,4.6,2.56,1,Medium,Medium,High,Medium
5,6.3,0,1,1,2,1,0,0,2,1139,29.744199881023206,Low,2.5,0.8999999999999999,3.12,2,Medium,Medium,Medium,Medium
7,7.6,1,1,0,10,3,0,0,1,1241,21.30394857667585,High,4.0,3.9,3.34,1,Medium,Medium,Medium,Low
1,4.4,0,1,0,10,0,2,0,1,906,30.84627667295689,High,0.5,3.8,2.06,3,High,Medium,High,High
4,8.0,1,2,1,6,3,2,0,2,1761,32.4354258138523,Medium,2.5,3.5,4.1000000000000005,3,Medium,Medium,Medium,Medium
6,6.5,0,0,1,11,3,0,1,1,405,27.268005540166204,High,3.0,4.199999999999999,2.9,2,Medium,Medium,Medium,Medium
3,5.4,1,0,2,5,0,1,0,3,1902,24.801587301587304,Medium,2.0,1.9,2.76,1,Medium,Medium,Low,Medium
5,7.6,0,0,0,2,1,0,1,1,114,30.116213151927443,Medium,2.5,0.8999999999999999,3.04,3,Medium,Medium,Medium,Medium
1,6.6,1,0,0,7,3,2,1,2,1703,26.86873565994445,Medium,1.0,3.8,2.64,2,High,Medium,High,High
4,5.9,1,0,2,8,2,1,1,1,1269,21.33333333333333,Medium,2.5,3.4,2.9600000000000004,1,Medium,Medium,Medium,Medium
8,5.4,0,1,1,5,0,2,0,3,2072,17.81185847119913,High,4.0,2.3,2.76,0,Medium,Medium,Medium,Medium
2,4.7,0,0,2,2,4,1,1,2,1065,34.449607434705975,Medium,1.0,2.2,2.48,3,Medium,Medium,Medium,High
6,5.7,0,0,2,3,1,0,1,1,1132,21.79930795847751,High,3.0,1.2,2.8800000000000003,1,Medium,Medium,Low,Medium
3,7.5,1,0,0,5,2,0,0,3,2175,26.09327520147972,Medium,2.0,2.1,3.0,2,Medium,Medium,Medium,Medium
7,5.0,1,0,0,9,0,0,1,1,787,29.065926806711587,High,4.0,2.7,2.0,2,Medium,Medium,High,Medium
6,4.3,0,2,1,9,0,2,0,1,386,18.25310978907518,High,3.0,3.5,2.62,0,Medium,Low,High,Medium
1,7.5,0,0,0,9,1,1,0,3,2061,23.323418063818284,Medium,0.5,3.3999999999999995,3.0,1,Medium,Medium,Medium,Medium
5,7.9,1,2,1,4,2,1,1,2,1415,14.3330645883723,Low,3.0,2.2,4.0600000000000005,0,Low,Low,Medium,Low
3,4.1,1,2,0,2,2,1,1,4,2961,19.01944209636517,Medium,2.0,1.6,2.24,1,Medium,Medium,High,Medium
3,4.4,1,2,1,2,2,2,1,2,842,23.25501863821347,Medium,2.0,2.0,2.66,1,Medium,Low,High,Medium
6,4.1,1,1,2,6,1,0,1,1,1123,20.95660749506904,High,3.5,2.1,2.54,1,Medium,Medium,Medium,Medium
8,7.4,1,0,2,5,2,2,0,5,2699,18.144868631151112,High,4.5,2.9000000000000004,3.5600000000000005,0,Medium,High,Low,High
3,4.4,1,2,1,4,0,0,1,1,1340,22.6799524092802,Medium,2.0,1.2,2.66,1,Low,Low,Medium,Low
5,7.8,1,2,0,6,1,1,0,4,3368,17.789706937985706,Medium,3.0,2.5,3.72,0,Medium,Medium,Medium,Low
4,4.5,1,1,0,5,3,2,0,1,1310,21.306818181818183,High,2.5,3.2,2.1,1,High,Medium,High,Medium
2,4.7,1,2,1,2,2,2,0,4,3135,21.887076365377386,Medium,1.5,2.0,2.78,1,Medium,Medium,Medium,Medium
8,4.1,0,0,1,6,2,1,1,4,2838,25.099501595611173,Medium,4.0,2.8,1.94,2,High,High,Medium,High
4,5.9,1,1,2,6,2,0,0,4,3321,31.934968790825955,Medium,2.5,2.4,3.26,3,Medium,Medium,Low,Medium
8,5.2,1,1,1,5,0,2,0,2,1228,29.77777777777778,High,4.5,2.3,2.68,2,High,Medium,High,High
7,5.3,0,0,1,4,3,2,1,1,480,20.6758034026465,High,3.5,2.8999999999999995,2.42,1,High,Medium,High,High
6,6.3,0,1,1,5,3,2,1,2,1050,15.36970830966621,Medium,3.0,3.2,3.12,0,Medium,Medium,Medium,Medium
8,7.0,0,0,1,9,2,0,0,2,930,28.075042938300964,Medium,4.0,3.3,3.1,2,Medium,Medium,Medium,Medium
3,5.0,1,1,1,10,4,0,0,4,2875,21.705129432793896,Medium,2.0,4.2,2.6,1,Medium,Medium,Medium,Low
6,7.4,1,0,0,9,0,2,0,5,3399,16.302378939741576,High,3.5,3.5,2.9600000000000004,0,High,High,Medium,Medium
8,5.3,1,0,1,9,2,2,1,2,1061,26.573129251700685,High,4.5,4.1,2.42,2,High,High,High,High
2,7.6,1,1,1,6,3,0,1,4,3463,18.401342975206617,Low,1.5,2.7,3.64,0,Low,Medium,Low,Low
5,6.3,0,1,0,4,1,2,0,1,200,26.61934338952972,Medium,2.5,2.3,2.82,2,Medium,Medium,High,Medium
2,5.3,0,2,2,10,2,0,0,4,3237,28.98114343784109,Medium,1.0,3.6,3.3200000000000003,2,Low,Medium,Low,Low
3,4.6,1,0,0,6,2,0,1,5,3423,27.58020031934969,Medium,2.0,2.4,1.84,2,Medium,High,Medium,Medium
8,7.7,1,1,0,3,0,1,0,4,3365,26.25958474843318,Medium,4.5,1.2999999999999998,3.38,2,Medium,High,Medium,Medium
7,4.6,1,2,0,2,2,2,1,2,1514,19.817677368212443,High,4.0,2.0,2.44,1,Medium,Medium,High,Medium
7,6.3,1,1,0,7,3,1,0,3,2152,17.908855357415025,Medium,4.0,3.4,2.82,0,Medium,Medium,High,Medium
6,6.4,1,2,0,10,0,1,0,5,2991,18.04270105917337,Medium,3.5,3.4,3.1600000000000006,0,Medium,Medium,Medium,Low
8,5.7,1,0,2,9,0,0,0,3,1804,24.538964901844142,High,4.5,2.7,2.8800000000000003,1,Medium,High,Low,Medium
2,4.0,1,0,0,8,2,2,1,4,2689,25.88757396449704,High,1.5,3.8,1.6,2,High,High,High,High
4,5.2,1,0,0,8,1,1,0,5,2515,29.03178980984178,Medium,2.5,3.1,2.08,2,High,High,High,Medium
2,7.1,0,1,2,7,4,0,1,4,2643,15.173037190082646,Low,1.0,3.3,3.74,0,Low,Medium,Low,Low
4,7.4,1,1,2,4,1,1,1,2,1617,20.381569714992143,Low,2.5,1.9,3.86,1,Medium,Medium,Low,Medium
6,4.1,0,1,2,5,4,1,0,4,3019,21.22448979591837,Medium,3.0,3.1,2.54,1,Medium,Medium,Low,Medium
3,5.1,0,1,1,4,2,0,0,5,3372,22.58955143605005,Low,1.5,1.7999999999999998,2.64,1,Medium,Medium,Medium,Low
4,6.9,1,1,2,3,0,2,1,5,2811,20.07774787474903,Medium,2.5,1.7,3.66,1,Medium,Medium,Low,Medium
2,6.2,1,2,1,3,0,1,1,3,2081,20.0154958677686,Low,1.5,1.2999999999999998,3.3800000000000003,1,Medium,Low,Medium,Low
3,7.5,0,1,1,10,3,2,0,5,2928,22.571047501795427,Medium,1.5,4.7,3.6,1,Medium,Medium,Medium,Medium
6,6.5,1,1,0,10,3,2,1,4,2598,26.638917793964616,High,3.5,4.7,2.9,2,High,Medium,High,Medium
4,6.5,0,2,2,5,4,0,1,3,2066,22.20408163265306,Low,2.0,2.7,3.8,1,Low,Low,Low,Low
2,7.2,1,2,0,7,1,1,0,1,444,14.346326424712313,Medium,1.5,2.8,3.4800000000000004,0,Medium,Low,High,Low
6,5.8,1,0,0,3,0,2,0,1,1389,17.72211720226843,High,3.5,1.7,2.32,0,High,Medium,High,High
2,4.2,1,1,2,3,3,2,1,2,1380,18.359375,Medium,1.5,2.6,2.58,0,Medium,Medium,Medium,Medium
7,5.7,1,2,0,9,1,2,1,1,58,29.06877329776684,High,4.0,3.8,2.8800000000000003,2,Medium,Medium,High,Medium
4,6.3,1,0,1,9,1,0,0,4,2531,22.64086462471699,Medium,2.5,3.0,2.82,1,Medium,Medium,Medium,Medium
3,4.8,1,1,1,7,1,0,1,1,1673,23.18367346938776,Medium,2.0,2.4,2.52,1,Medium,Medium,Medium,Medium
7,4.6,0,2,2,9,1,0,0,2,1410,25.14860539551897,Medium,3.5,3.0,3.04,2,Low,Low,Low,Low
3,4.5,1,0,1,6,0,0,0,4,2835,25.76298057867617,Medium,2.0,1.7999999999999998,2.1,2,Medium,Medium,Medium,Medium
2,7.1,0,2,2,6,2,0,1,4,3309,17.020514198692105,Low,1.0,2.4,4.04,0,Low,Low,Low,Low
7,5.6,1,2,1,2,2,1,1,4,3096,17.789706937985706,High,4.0,1.6,3.14,0,Medium,Medium,Medium,Medium
6,5.4,1,1,2,5,0,1,1,2,1130,25.402816083611555,Medium,3.5,1.9,3.06,2,Medium,Medium,Medium,Medium
8,5.0,1,1,2,10,2,2,1,1,628,19.227687870533565,High,4.5,4.4,2.9,1,Medium,Medium,Medium,High
4,4.3,0,0,0,6,3,1,1,2,1098,30.853209920493647,Medium,2.0,3.1,1.72,3,High,Medium,High,High
4,6.1,1,1,1,11,1,0,1,3,1896,31.22945430637738,Medium,2.5,3.6,3.04,3,Medium,Medium,Medium,Medium
4,7.9,0,2,2,7,3,0,1,3,2431,20.56880661366243,Low,2.0,3.0,4.36,1,Low,Low,Low,Low
1,4.4,0,2,0,7,0,0,0,1,942,33.28402366863905,Medium,0.5,2.1,2.3600000000000003,3,Medium,Low,High,Low
7,4.4,1,2,2,4,0,0,1,5,2738,22.8625344752504,Medium,4.0,1.2,2.9600000000000004,1,Low,Medium,Low,Low
2,5.5,0,1,1,5,1,0,1,4,3360,27.85200797922391,Low,1.0,1.8,2.8,2,Medium,Medium,Medium,Medium
1,6.5,0,0,2,11,2,0,1,1,1194,27.055150884495315,Medium,0.5,3.9,3.2,2,Medium,Medium,Low,Medium
7,4.3,1,1,1,6,2,1,0,1,353,27.428571428571427,High,4.0,2.8,2.32,2,Medium,Medium,High,Medium
8,4.3,0,2,1,2,3,0,1,1,721,22.12973972783723,High,4.0,1.5,2.62,1,Medium,Low,Medium,Low
7,4.8,1,0,0,8,2,2,1,1,772,27.46481071127618,High,4.0,3.8,1.92,2,High,High,High,High
2,4.6,0,0,0,3,2,2,1,1,1399,25.5649539199596,High,1.0,2.3,1.84,2,High,Medium,High,High
8,4.4,0,0,1,8,2,0,1,3,1961,31.1845871246102,High,4.0,3.0,2.06,3,Medium,High,Medium,Medium
8,6.8,0,1,2,6,0,2,0,3,1853,20.715693808680545,Medium,4.0,2.6,3.62,1,Medium,Medium,Medium,Medium
4,7.3,1,0,2,7,0,2,1,2,1499,31.55555555555556,Medium,2.5,2.9000000000000004,3.52,3,Medium,High,Medium,High
2,5.0,0,2,2,10,4,0,1,2,1069,22.27530991735537,Medium,1.0,4.2,3.2,1,Low,Low,Low,Low
6,6.4,0,0,2,10,0,0,1,4,3066,31.64036817882972,Medium,3.0,3.0,3.1600000000000006,3,Medium,High,Low,Medium
2,7.9,0,0,0,3,2,2,0,2,1567,21.22448979591837,Medium,1.0,2.3,3.16,1,Medium,Medium,High,Medium
6,7.6,0,1,0,4,4,1,1,2,959,22.031725684986377,Medium,3.0,2.8,3.34,1,Medium,Medium,High,Medium
5,6.0,1,0,1,8,0,0,0,4,3006,25.94548395958609,Low,3.0,2.4,2.7,2,Medium,High,Low,Medium
7,7.4,0,0,0,6,4,1,1,4,2812,19.77769866698311,Medium,3.5,3.4,2.9600000000000004,1,Medium,High,Medium,Medium
7,6.2,0,0,0,9,2,0,1,2,1047,14.792899408284022,High,3.5,3.3,2.4800000000000004,0,Medium,Medium,Medium,Medium
8,4.9,1,2,0,4,3,2,1,2,1573,16.17777235127133,High,4.5,2.8999999999999995,2.56,0,Medium,Medium,High,Medium
5,4.2,0,1,0,2,3,2,1,5,3188,18.25631871475516,Medium,2.5,2.3,1.98,0,High,Medium,High,Medium
8,7.8,1,0,1,8,4,2,0,2,1720,30.11099051153672,High,4.5,4.4,3.42,3,High,High,Medium,High
2,4.0,0,0,1,10,1,1,1,3,2351,14.506172839506172,Medium,1.0,3.7,1.9,0,Medium,Medium,Medium,Medium
8,5.8,1,1,1,11,3,2,1,1,1067,30.85399449035813,High,4.5,4.999999999999999,2.9199999999999995,3,High,Medium,Medium,High
1,7.8,0,0,0,7,0,0,1,1,1391,27.68166089965398,Medium,0.5,2.1,3.12,2,Medium,Medium,Medium,Medium
4,7.9,1,2,1,9,3,2,0,5,2782,22.724403484408533,Medium,2.5,4.4,4.0600000000000005,1,Medium,Medium,Medium,Medium
3,6.2,1,2,1,11,3,1,1,1,1611,18.42653420926133,Medium,2.0,4.6,3.3800000000000003,0,Medium,Low,Medium,Low
4,7.3,0,0,0,3,0,0,1,5,2965,24.45356840961236,Low,2.0,0.8999999999999999,2.92,1,Medium,High,Medium,Medium
2,7.3,1,1,0,8,3,0,0,5,2637,23.30905306971904,Low,1.5,3.3,3.22,1,Medium,Medium,Medium,Low
1,8.0,1,1,0,4,2,0,0,5,2555,34.449607434705975,Medium,1.0,1.7999999999999998,3.5,3,Medium,Medium,Medium,Low
1,6.6,0,2,0,7,4,1,1,3,1877,37.65581717451524,Low,0.5,3.7,3.24,3,Medium,Medium,High,Medium
6,6.6,0,1,2,5,0,2,1,3,2220,23.87543252595156,Medium,3.0,2.3,3.54,1,Medium,Medium,Medium,Medium
6,6.1,0,0,1,2,3,2,0,4,2518,32.769394909312595,High,3.0,2.3,2.74,3,High,High,Medium,High
3,5.5,0,1,2,3,2,0,1,5,2975,20.429418362441915,Low,1.5,1.5,3.1,1,Low,Medium,Low,Low
5,5.0,1,0,2,3,0,1,1,4,3092,18.645344042454013,Medium,3.0,1.2999999999999998,2.6,1,Medium,High,Low,Medium
6,6.1,0,2,2,4,1,2,1,1,733,25.806451612903224,High,3.0,2.3,3.64,2,Medium,Medium,Medium,Medium
2,4.8,0,1,1,10,0,2,0,5,2863,23.243408017070564,Medium,1.0,3.8,2.52,1,Medium,Medium,Medium,Medium
1,5.2,1,2,1,11,1,1,1,4,2871,20.33832644628099,Medium,1.0,4.0,2.98,1,Medium,Low,Medium,Low
4,5.4,0,2,0,4,0,1,1,1,1013,19.140625,Medium,2.0,1.6,2.76,1,Medium,Low,High,Medium
6,6.9,0,1,0,5,3,0,0,1,847,15.605006085952374,Medium,3.0,2.4,3.06,0,Medium,Medium,Medium,Low
4,5.9,1,1,1,7,3,1,0,1,1473,17.59259259259259,Medium,2.5,3.4,2.96,0,Medium,Medium,Medium,Medium
6,7.2,0,2,1,2,2,0,1,3,2392,15.465219038000251,Medium,3.0,1.2,3.78,0,Low,Low,Low,Low
4,5.4,1,1,1,2,3,0,0,1,827,22.18934911242604,Medium,2.5,1.5,2.76,1,Medium,Medium,Medium,Low
4,6.3,1,2,1,9,1,2,0,4,3062,25.402816083611555,Medium,2.5,3.8,3.42,2,Medium,Medium,Medium,Medium
7,5.7,1,1,2,10,0,1,0,4,2604,24.0569347455645,High,4.0,3.4,3.18,1,Medium,Medium,Low,Medium
7,4.3,1,1,0,2,1,0,1,3,2474,33.71488033298647,High,4.0,0.8999999999999999,2.02,3,Medium,Medium,Medium,Medium
2,5.8,0,1,1,4,4,2,0,1,1747,29.21010994360826,Medium,1.0,3.2,2.9199999999999995,2,Medium,Medium,Medium,Medium
4,5.6,0,0,2,8,4,2,0,1,1281,22.4058769513315,High,2.0,4.4,2.84,1,Medium,Medium,Medium,High
4,4.1,1,2,1,10,2,1,1,3,1849,22.76943835385394,Medium,2.5,4.0,2.54,1,Medium,Low,Medium,Medium
5,4.9,1,2,2,3,0,1,1,1,696,22.308149910767405,Medium,3.0,1.2999999999999998,3.16,1,Medium,Low,Medium,Medium
4,7.8,1,1,0,11,4,2,1,2,1619,22.408786769347305,Medium,2.5,5.3,3.42,1,Medium,Medium,High,Medium
2,7.4,0,1,0,3,4,1,1,5,3426,29.357521924046825,Low,1.0,2.5,3.26,2,Medium,Medium,Medium,Medium
1,5.8,1,0,1,7,1,0,1,3,2104,30.11027889645828,Medium,1.0,2.4,2.62,3,Medium,Medium,Medium,Medium
3,4.4,0,2,0,11,2,0,1,1,130,18.4139071814238,High,1.5,3.9,2.3600000000000003,0,Medium,Low,High,Low
8,5.4,1,0,1,7,0,0,1,3,2249,20.07960127648894,High,4.5,2.1,2.46,1,Medium,High,Medium,Medium
1,6.4,1,2,2,6,1,2,0,1,1672,37.16519287453544,Medium,1.0,2.8999999999999995,3.7600000000000007,3,Medium,Medium,Medium,Medium
3,6.2,0,2,1,6,3,2,1,1,578,21.64412070759625,Medium,1.5,3.5,3.3800000000000003,1,Medium,Low,Medium,Medium
5,5.8,1,2,0,4,4,1,1,3,2498,29.733900410252552,Medium,3.0,2.8,2.92,2,Medium,Medium,High,Medium
7,4.8,1,1,0,4,0,2,1,2,1137,21.29629629629629,High,4.0,2.0,2.22,1,High,Medium,High,High
3,4.1,1,2,1,4,3,1,0,1,242,23.795359904818564,Medium,2.0,2.5,2.54,1,Medium,Low,High,Medium
8,4.6,0,2,0,3,2,1,1,5,3424,17.239048134126556,High,4.0,1.9,2.44,0,Medium,Medium,High,Medium
1,8.0,0,0,2,5,0,2,1,3,2321,24.34960912469563,Medium,0.5,2.3,3.8,1,Medium,Medium,Low,Medium
4,7.7,0,1,0,9,2,1,0,5,2684,37.10575139146568,Medium,2.0,3.7,3.38,3,Medium,Medium,Medium,Medium
2,5.4,0,1,1,6,0,1,1,1,333,19.003908350962742,Medium,1.0,2.2,2.76,1,Medium,Low,Medium,Medium
5,7.4,0,0,1,5,1,2,1,5,3245,19.562955254942764,Medium,2.5,2.6,3.26,1,Medium,High,Medium,Medium
8,6.9,0,1,1,11,1,2,0,4,3397,24.609375,Medium,4.0,4.4,3.36,1,Medium,High,Medium,Medium
6,6.2,0,2,0,3,1,2,1,4,3048,25.15589569160998,Medium,3.0,2.0,3.0800000000000005,2,Medium,Medium,High,Medium
7,8.0,0,2,2,8,0,1,0,1,112,19.15119181970521,Medium,3.5,2.8,4.4,1,Low,Low,Low,Low
4,7.0,0,0,1,5,3,1,0,1,424,32.05128205128205,Medium,2.0,2.8,3.1,3,Medium,Medium,Medium,Medium
8,7.1,1,0,1,5,2,0,0,3,2294,29.40778799351001,Medium,4.5,2.1,3.14,2,Medium,High,Low,Medium
8,7.5,1,1,0,10,0,2,1,3,2074,26.573129251700685,High,4.5,3.8,3.3,2,High,Medium,High,Medium
4,5.0,0,0,2,6,2,1,0,1,274,17.8359096313912,High,2.0,2.8,2.6,0,Medium,Medium,Medium,Medium
5,6.0,0,0,1,3,4,0,1,1,1165,27.379664683612766,Low,2.5,2.1,2.7,2,Medium,Medium,Medium,Medium
4,4.2,1,2,2,4,2,1,0,1,1083,33.53147386069196,Medium,2.5,2.2,2.8800000000000003,3,Medium,Medium,Medium,Medium
5,5.1,1,0,0,10,1,0,1,1,1685,19.959355494266223,High,3.0,3.3,2.04,1,Medium,Medium,Medium,Medium
5,6.2,0,1,0,9,0,0,1,5,2556,25.88757396449704,Low,2.5,2.7,2.78,2,Medium,Medium,Medium,Medium
7,6.2,0,0,2,5,0,1,0,2,1287,24.24242424242425,Medium,3.5,1.9,3.0800000000000005,1,Medium,Medium,Low,Medium
3,5.1,0,1,2,3,0,1,0,3,2073,13.586956521739127,Medium,1.5,1.2999999999999998,2.94,0,Medium,Medium,Low,Medium
